student_id,student_name,fathers_name,attendance_rate,weekly_study_hours,previous_semester_score,sleep_hours_per_night,extracurricular_activities,parental_education_level,internet_access_at_home,distance_from_school,part_time_job,learning_disability,final_score,passed
240,Amelia Martin,Aditi Martin,87.04906251372893,6,55.40460977858548,6.0,1,1,1,0,1,0,56.15,0
241,James Walker,Elijah Walker,76.49957614632093,27,88.24574017801557,10.0,1,1,1,2,0,0,71.34,1
242,Mila Lewis,Aditya Lewis,91.45088662727454,8,65.55626250801637,5.0,1,2,1,1,0,0,58.55,0
243,Aria Allen,Logan Allen,99.56316133668166,27,99.68104991178923,4.0,1,2,1,1,0,0,79.18,1
244,James Johnson,Henry Johnson,91.0006314559678,5,45.550026276337825,7.0,1,0,0,2,1,0,53.18,0
245,Aarav Lewis,Sebastian Lewis,,28,86.8208717644095,9.0,0,0,1,0,0,0,79.68,1
246,Jackson Davis,Jacob Davis,76.62463497185733,16,80.42210401252939,10.0,1,2,1,0,0,0,59.4,0
247,Aria Flores,Sofia Flores,72.4426535837354,15,86.04992983544233,8.0,0,1,1,1,0,1,78.83,1
248,Emily Singh,Isha Singh,54.21961902722712,22,58.45178772942738,10.0,0,1,1,1,1,0,39.54,0
249,James Clark,Aditi Clark,69.96843741973454,30,69.52326936294403,10.0,0,1,1,0,0,0,56.03,0
250,Aditi Smith,Daniel Smith,95.50673183910672,2,87.7905111834225,4.0,0,0,1,2,0,0,55.56,0
251,Ella Jackson,Jackson Jackson,90.40113149532765,20,53.9524798972513,8.0,0,1,1,2,0,1,78.26,1
252,Ananya Perez,Avery Perez,60.80256825058436,25,53.561991807319124,5.0,0,1,1,2,0,0,43.8,0
253,Ava Harris,Mila Harris,73.33038923486079,35,73.06305719769594,5.0,0,2,1,2,0,0,55.77,0
254,Logan Davis,Daniel Davis,90.83616012792723,36,71.41381477179135,10.0,1,1,1,0,1,0,72.64,1
255,Logan Robinson,Emma Robinson,53.36922773927613,21,56.93574822477597,4.0,0,2,1,1,1,0,32.57,0
256,Camila Jones,William Jones,69.36962928343297,11,57.88453903148937,8.0,1,1,0,1,1,0,61.38,1
257,Aditya Green,Ava Green,92.59206184369738,12,56.67070979239393,5.0,0,0,1,2,0,0,51.72,0
258,Arjun Harris,Mila Harris,70.19489320850619,10,86.29072371990927,7.0,0,1,1,0,0,0,72.52,1
259,Daniel Lee,Noah Lee,53.880732236572044,15,79.11405193374765,,0,1,1,0,0,0,44.61,0
260,Lucas Young,Camila Young,77.12671842661257,7,89.94503100461516,6.0,0,2,1,2,0,0,66.02,1
261,Sophia Allen,Sofia Allen,93.08712474591476,39,98.52838169884132,5.0,1,2,1,2,0,0,85.93,1
262,William Martin,Aditya Martin,79.51427714765799,39,68.44985777631919,8.0,1,2,0,2,0,0,87.84,1
263,Ella Walker,Isabella Walker,61.31395541071159,1,44.00163288432693,9.0,1,1,1,1,0,0,42.47,0
264,Daniel Anderson,Liam Anderson,69.21198100686907,29,,5.0,0,1,1,2,0,0,50.6,0
265,Sofia Ramirez,Olivia Ramirez,72.50616805909661,29,57.73990235629715,9.0,0,0,1,1,0,1,70.71,1
266,Evelyn Jackson,Riaan Jackson,78.96331769102633,11,95.95267536114704,9.0,0,1,0,0,1,0,65.1,1
267,Jacob Allen,Abigail Allen,,9,71.3927832982525,,1,0,1,0,0,0,84.1,1
268,James Singh,Jacob Singh,54.94368088203177,10,56.307190964807745,9.0,0,2,1,1,1,0,34.08,0
269,Mason Lee,Lucas Lee,94.48260165087831,14,63.95000767066117,7.0,1,2,1,1,1,0,75.05,1
270,Ella Torres,Ava Torres,50.61548515080378,15,75.91570644428025,8.0,1,2,1,1,0,1,58.18,0
271,Ethan Wilson,Henry Wilson,68.50261673371276,16,79.17697948827053,5.0,0,0,1,1,0,0,46.68,0
272,Amelia Lee,Ava Lee,51.371015498632886,25,49.235170586974306,10.0,0,1,1,2,0,0,36.65,0
273,Harper Singh,Emma Singh,69.64871126726456,1,98.62190059271056,,1,2,1,0,1,0,68.35,1
274,Elijah Young,Riaan Young,76.29062994366619,11,72.68633361896732,4.0,1,1,1,2,0,1,47.36,0
275,James Torres,Emma Torres,75.58406932907559,25,48.14129906753676,6.0,1,1,1,1,1,0,53.69,0
276,Elijah Martinez,Harper Martinez,58.28141735141327,22,93.61811520076802,5.0,0,2,1,2,0,0,58.39,0
277,William Jones,Noah Jones,82.28702550478062,17,44.47830586476573,5.0,0,0,1,2,1,0,46.5,0
278,Alexander Hernandez,Liam Hernandez,52.23892252523341,31,94.46412599065076,5.0,0,1,1,0,1,0,55.14,0
279,Elizabeth Thomas,Mason Thomas,88.09534100662077,37,99.79393937733894,7.0,0,2,1,2,0,0,99.78,1
280,Benjamin Williams,Riaan Williams,97.33222169967732,2,82.02590794939023,4.0,0,1,1,0,0,1,64.23,1
281,Ella Martinez,Liam Martinez,66.9884413575559,37,86.22683326443939,10.0,0,1,1,1,0,1,71.6,1
282,Riya Gupta,Henry Gupta,75.8619690857166,2,60.23817018804918,8.0,1,1,1,2,0,0,59.19,0
283,Daniel Jackson,Ananya Jackson,68.94551390294072,29,96.49461116403603,4.0,1,1,1,1,0,0,65.02,1
284,Benjamin Wright,Ella Wright,50.335519515202996,0,71.78283796650206,7.0,1,1,1,0,1,0,42.99,0
285,Isha Nguyen,Michael Nguyen,69.2937251447558,29,83.94330679585329,5.0,0,0,0,1,0,1,61.84,1
286,Sofia Hernandez,Mason Hernandez,89.58601296306733,31,95.44646295467678,6.0,1,0,1,1,1,0,78.6,1
287,Elizabeth Williams,Ethan Williams,79.7994421091741,27,98.5107985585305,5.0,0,2,1,0,1,0,63.23,1
288,Ella Jackson,Ava Jackson,55.06299573075795,20,89.99226139580045,8.0,0,0,1,1,0,1,67.65,1
289,Emily Hill,Harper Hill,92.35697448468926,12,58.1810504189218,,1,0,1,1,1,0,66.18,1
290,Arjun Anderson,Riaan Anderson,76.55426724426215,26,97.99285099312493,6.0,0,0,1,1,0,0,74.63,1
291,James Miller,Daniel Miller,92.0861680872338,35,77.68717187461431,5.0,1,1,1,2,1,0,73.81,1
292,Sophia Flores,Olivia Flores,79.01107593925147,6,95.83854858111759,10.0,1,1,0,1,0,0,63.54,1
293,Ananya King,Isabella King,77.984422241897,21,80.5663015488611,6.0,0,2,1,0,0,0,70.54,1
294,Diya Singh,Emily Singh,55.26295925985062,9,58.43433771086323,9.0,1,2,1,2,0,0,40.44,0
295,Jackson Nguyen,Elizabeth Nguyen,58.3679866569314,38,62.20147144856895,4.0,1,2,1,2,0,0,55.14,0
296,William Thompson,Benjamin Thompson,98.60126282482955,14,73.02830662617643,7.0,1,1,1,0,0,0,82.79,1
297,Liam Williams,Sebastian Williams,,14,87.40089049359293,5.0,1,0,1,1,0,0,45.21,0
298,Emily Allen,Ethan Allen,98.87260589951839,3,,8.0,0,0,1,2,0,0,71.52,1
299,Henry Thomas,Benjamin Thomas,76.59563532621317,31,74.78386996805153,4.0,1,1,1,2,1,1,57.3,0
300,Ava Green,James Green,56.78945235319686,22,60.737499614584095,5.0,1,2,1,2,0,0,43.66,0
301,Aarav Moore,Ananya Moore,54.96511013768465,5,88.94616427810644,4.0,1,2,1,1,0,0,42.1,0
302,Ananya Jones,Benjamin Jones,60.443203535287,23,68.00368562607703,8.0,0,2,0,2,0,0,65.59,1
303,Riya Green,James Green,96.28186650126679,19,44.603369611173115,5.0,1,1,1,0,1,1,51.01,0
304,Aditya Young,Ava Young,70.70751121641135,36,49.963151288892185,9.0,0,2,1,1,1,0,57.3,0
305,Noah Clark,Amelia Clark,69.77171339964572,19,,9.0,1,2,1,0,0,0,51.5,0
306,Elijah Flores,Emma Flores,65.6603130535087,11,69.95817676085952,8.0,1,1,0,0,0,1,64.89,1
307,Sofia Thompson,Benjamin Thompson,57.35309252832942,32,46.38023784089363,6.0,1,0,1,2,0,0,53.06,0
308,Sophia Perez,Ethan Perez,74.39255985962032,27,46.84839815857793,8.0,0,1,1,2,0,1,77.15,1
309,Elijah Wright,Isha Wright,,7,96.46289560230262,6.0,0,1,1,2,1,1,49.5,0
310,Emma Green,Mason Green,91.77401181911638,0,92.35930433056333,5.0,0,1,1,0,0,1,62.22,1
311,Isabella White,Alexander White,68.51984931376532,36,67.12519580868195,6.0,0,1,1,1,1,0,62.54,1
312,Amelia White,Jackson White,,21,,5.0,0,0,1,2,0,0,58.18,0
313,Ava Torres,Olivia Torres,73.70032142415779,5,40.011191690239784,,0,2,0,2,1,0,33.14,0
314,Sofia Sharma,Amelia Sharma,72.20638565828759,20,76.83876737640362,10.0,1,1,1,0,0,0,62.69,1
315,Emma Singh,Jackson Singh,,31,76.9856906423122,7.0,0,0,1,1,1,0,91.21,1
316,Alexander Lee,Riaan Lee,77.26905606091512,34,67.4465833521933,5.0,1,2,1,0,1,0,61.23,1
317,Mila King,Aarav King,54.410085189493536,14,63.81687837605757,6.0,0,2,1,2,1,0,39.85,0
318,Noah Flores,Ethan Flores,80.3438670788465,4,67.32298812883646,7.0,0,2,1,0,0,0,69.95,1
319,Isha Ramirez,Lucas Ramirez,57.579214643494,5,64.89762616478083,7.0,0,1,1,2,0,0,44.59,0
320,Isha Gupta,Amelia Gupta,51.5468822365671,24,83.82954864893796,5.0,1,1,0,1,0,0,45.34,0
321,Benjamin Gupta,Noah Gupta,,39,48.12132609839704,8.0,0,2,1,0,0,0,89.09,1
322,Arjun Allen,Harper Allen,88.6769445767282,28,51.85835323546781,8.0,0,2,1,2,0,0,81.24,1
323,Daniel Walker,Charlotte Walker,99.00544962068835,6,50.83109370354542,9.0,1,2,1,2,0,0,64.71,1
324,Elijah Taylor,Ava Taylor,73.89392240111212,39,55.748235107275875,7.0,1,2,1,2,0,0,79.13,1
325,Charlotte Torres,Sofia Torres,76.6128765574488,12,71.515505126895,5.0,1,2,1,2,0,0,49.91,0
326,Oliver Lopez,Jacob Lopez,58.416847795956514,37,,10.0,1,2,1,0,0,0,57.1,0
327,Elizabeth Sharma,Mila Sharma,62.345371333379276,17,92.09015771959025,8.0,0,0,1,2,0,0,64.68,1
328,Emma Gonzalez,Benjamin Gonzalez,91.92746074514142,1,57.84169187850834,10.0,1,2,1,0,0,0,61.45,1
329,Mason Rodriguez,James Rodriguez,67.8092823558797,7,49.75227924812247,5.0,0,1,1,2,0,0,33.36,0
330,James Davis,Henry Davis,91.34074868982094,10,80.53727857589459,5.0,0,1,0,0,0,0,66.64,1
331,Jacob Gonzalez,Michael Gonzalez,85.45068621435159,32,42.285178035959156,7.0,1,1,1,0,0,0,74.14,1
332,Ava King,Oliver King,58.858546263593276,37,77.19811389244985,10.0,0,2,1,2,1,0,63.96,1
333,James Martin,Daniel Martin,75.37231830598711,26,81.89190584058998,9.0,1,1,1,2,1,0,65.74,1
334,Alexander Garcia,Mila Garcia,83.86936607593584,19,52.89499188320315,7.0,0,0,1,2,1,1,61.38,1
335,Alexander Young,Mason Young,61.751860740191255,11,42.51784440661806,4.0,1,2,1,2,1,0,24.8,0
336,Logan Garcia,Isha Garcia,91.53442552600384,30,61.81872153516697,10.0,1,1,1,1,0,1,79.86,1
337,Alexander White,Liam White,77.24138287725934,26,,8.0,1,0,1,2,0,0,74.28,1
338,Avery Torres,Camila Torres,58.262102522130164,31,46.98867098040022,8.0,1,0,1,2,0,0,57.36,0
339,Daniel Thompson,Lucas Thompson,79.14922130823012,9,55.25567388669187,8.0,1,1,0,2,0,0,72.82,1
340,Ananya Miller,Liam Miller,99.9856902077957,2,57.72807547760556,6.0,1,0,1,0,0,0,66.21,1
341,Mila Taylor,Abigail Taylor,57.526074583170676,26,71.79822046128524,5.0,0,1,1,2,0,0,50.59,0
342,Isabella White,William White,90.83784650597642,34,80.7035131301808,7.0,0,0,1,0,0,0,88.87,1
343,Emily Singh,Aarav Singh,60.3654501593779,30,75.56625645221109,8.0,0,2,1,0,0,0,70.07,1
344,Aditi Walker,Arjun Walker,89.11941647300436,14,48.901620237371006,4.0,1,2,1,0,1,0,49.81,0
345,Noah Anderson,Emma Anderson,86.72889615607066,15,50.32516194715758,8.0,0,2,1,0,0,0,71.38,1
346,Olivia Lee,Mason Lee,65.02446928002162,12,92.72615498757487,9.0,1,2,1,1,0,0,49.15,0
347,Liam Davis,Logan Davis,66.2911558782225,34,73.50113890384682,5.0,0,2,1,2,0,1,56.06,0
348,Ethan Green,Aditya Green,89.62606959814596,10,92.19626997386135,10.0,0,1,1,0,0,0,66.58,1
349,Olivia Lewis,Charlotte Lewis,73.07227559436564,20,62.292790679192464,5.0,1,2,1,2,0,0,46.25,0
350,Aarav Anderson,Noah Anderson,86.54090143559044,10,76.86400044587943,10.0,0,2,1,0,1,0,57.37,0
351,Jacob Rodriguez,Ella Rodriguez,57.39920736829174,29,71.41980496327665,10.0,0,2,1,1,0,0,62.9,1
352,Lucas Perez,Harper Perez,92.62788909507768,34,59.147409389227754,7.0,0,2,1,0,0,0,94.11,1
353,Riya Moore,Aria Moore,85.54423583411597,21,68.19492232201571,6.0,1,0,1,2,0,0,71.65,1
354,Abigail Singh,Mia Singh,95.34714044174169,37,70.14945260961592,10.0,0,2,1,2,0,0,83.83,1
355,Mila Robinson,Harper Robinson,56.61861895174862,30,52.04625848540071,10.0,1,2,1,1,1,1,47.7,0
356,Camila Walker,Avery Walker,79.65072501802989,13,58.900622342603896,7.0,0,1,1,2,0,0,74.49,1
357,Aarav Gupta,Sebastian Gupta,79.95602925201626,23,87.48458503041854,8.0,0,0,1,2,1,1,70.79,1
358,Noah White,James White,67.67303702733912,31,94.94729436724762,9.0,0,1,1,0,1,1,63.29,1
359,Ananya Williams,Sebastian Williams,72.9233212284629,35,61.587645612717964,4.0,0,2,1,2,1,0,56.75,0
360,Elizabeth Williams,Henry Williams,51.89907816449267,31,58.418336932541095,7.0,1,1,0,0,0,0,67.01,1
361,Henry Johnson,Charlotte Johnson,87.2930019313506,14,51.711829874312954,6.0,0,1,1,1,0,0,65.25,1
362,Mason Allen,Isha Allen,77.4661239701587,34,80.70947011903488,7.0,1,2,1,2,0,0,81.51,1
363,Avery Davis,Ella Davis,52.88705259345869,2,59.38598209998024,5.0,1,0,1,0,0,0,32.51,0
364,Sophia Thomas,Ethan Thomas,84.03779464802427,15,99.2649723459513,8.0,0,0,1,2,1,0,86.15,1
365,Ananya Gupta,Evelyn Gupta,73.3391038615594,4,59.5410881238372,8.0,0,1,1,0,1,0,59.74,0
366,Oliver Miller,Sebastian Miller,51.72306297125,20,63.648162806957686,10.0,1,2,1,1,1,0,33.15,0
367,Aditi Sharma,Ethan Sharma,98.48038634240477,9,76.20005177272208,8.0,1,1,1,0,1,0,79.95,1
368,Isha Singh,Oliver Singh,97.45560715447203,18,88.1010575914783,8.0,0,1,1,2,0,0,94.24,1
369,Aditya Sharma,Noah Sharma,75.64512080735987,24,68.17111992073802,8.0,0,1,1,0,0,0,73.78,1
370,Jackson Ramirez,Emma Ramirez,54.68362103529551,3,65.3593620273375,8.0,0,2,1,2,0,0,52.66,0
371,Michael White,Benjamin White,87.73106107992959,28,99.7382700156885,,0,2,1,1,1,0,67.51,1
372,Elizabeth Garcia,Diya Garcia,74.59655500528645,18,40.629618468396664,6.0,0,0,1,0,1,0,45.5,0
373,Sofia Perez,Oliver Perez,65.122373914469,1,93.70391733107475,10.0,1,2,1,2,0,0,61.73,1
374,Michael Johnson,William Johnson,74.57090887642784,9,48.94844955638425,8.0,0,1,1,2,1,0,57.79,0
375,James Sharma,Mia Sharma,76.12220727027322,24,87.1555165725348,10.0,0,1,1,2,1,0,62.4,1
376,Riaan Williams,Lucas Williams,78.13558495111695,19,77.07589359077788,,1,0,1,0,1,0,57.0,0
377,Ethan Sanchez,Ella Sanchez,72.06118568276632,18,60.51083712988552,9.0,0,2,1,0,1,0,49.95,0
378,Ananya Jackson,Liam Jackson,80.28776515695283,22,92.4324973312611,8.0,0,1,1,0,0,0,81.48,1
379,Mia Allen,Abigail Allen,95.93673553031887,23,40.774433678859516,10.0,1,0,0,1,0,0,69.88,1
380,Lucas Hernandez,Liam Hernandez,68.11340435492956,10,53.60143912449542,7.0,0,0,1,2,0,0,61.89,1
381,Liam Rodriguez,Ella Rodriguez,86.28582316099745,33,74.01356777497216,10.0,1,1,1,2,0,0,80.41,1
382,Sofia King,Charlotte King,94.72262784121162,27,61.09253560298188,8.0,0,1,1,1,0,0,83.66,1
383,Michael King,Oliver King,72.79896378799685,4,76.62264971909966,5.0,0,2,1,1,0,0,50.35,0
384,Michael Anderson,Amelia Anderson,72.17279181909521,4,41.44661160452001,4.0,0,0,1,0,1,0,35.65,0
385,Ethan Lopez,Charlotte Lopez,80.10584926773898,20,46.98753582890275,7.0,1,1,1,0,0,0,69.12,1
386,Abigail Robinson,Sophia Robinson,79.5703379711244,11,47.625774413106356,7.0,1,0,0,0,1,0,56.4,0
387,Henry Lewis,Riya Lewis,90.32946711631385,3,51.35701875496056,5.0,1,2,1,0,0,0,49.51,0
388,Evelyn Lopez,Liam Lopez,73.82416918891464,19,67.55988644803257,8.0,1,1,1,0,0,0,80.7,1
389,Ethan Nguyen,Riya Nguyen,99.80614748197206,37,85.12772197261427,4.0,0,2,1,0,0,0,77.69,1
390,Ananya Williams,Mila Williams,52.97357844336404,24,94.33233027573407,7.0,1,0,1,1,0,0,67.98,1
391,Emily Patel,Daniel Patel,50.15839242903509,13,90.12235181705476,4.0,1,2,1,1,0,0,41.86,0
392,Sophia Wilson,Elizabeth Wilson,82.00991557798119,10,51.813272306541016,7.0,1,2,1,1,0,0,69.92,1
393,Sophia Wilson,Oliver Wilson,64.92174561809384,31,66.46903313383794,8.0,0,0,1,2,0,0,64.45,1
394,Amelia Martin,Aarav Martin,62.019119434974186,10,51.9646958655121,9.0,0,2,1,2,0,0,51.02,0
395,Olivia Robinson,Aditi Robinson,65.59495400021402,17,55.868309000031445,,1,0,1,0,0,0,67.79,1
396,Noah Smith,Benjamin Smith,62.80237825524772,26,70.21281889071317,9.0,1,1,1,1,1,0,53.05,0
397,Isabella Hill,Aditi Hill,51.53950248302239,17,44.08654148341135,7.0,0,0,1,2,0,0,61.48,1
398,Aria Rodriguez,Emma Rodriguez,98.57665211952943,22,53.09045977559639,6.0,1,0,0,2,0,0,78.98,1
399,Mason Gonzalez,Ella Gonzalez,61.037274422639086,10,96.12268967842704,8.0,1,1,1,1,1,0,68.16,1
400,Elizabeth Rodriguez,Camila Rodriguez,86.70148812946532,20,67.96697755950933,5.0,1,0,1,2,0,1,65.16,1
401,Benjamin Garcia,Noah Garcia,88.12981973470876,4,66.72319155867234,9.0,1,1,1,2,1,0,62.53,1
402,Aditya Scott,Riya Scott,96.46286990036145,22,40.87402928507673,5.0,0,1,0,1,1,0,54.05,0
403,Aditya Lee,Isabella Lee,51.527472854669,24,54.84398482350075,8.0,0,0,0,2,1,0,51.89,0
404,Emma Ramirez,Michael Ramirez,93.60241692235039,9,91.97754615893088,10.0,0,2,1,1,0,0,72.48,1
405,Emma Thompson,Ava Thompson,76.36130904199001,21,49.87770569552012,5.0,1,2,1,2,1,0,41.97,0
406,Emily Ramirez,Lucas Ramirez,81.6272054982914,18,64.90749637208327,8.0,1,1,1,1,1,1,69.2,1
407,Elijah Gupta,Michael Gupta,82.22351385605168,0,40.85985435202007,5.0,0,2,1,2,0,0,39.85,0
408,Olivia Anderson,Aditya Anderson,90.98989024923637,6,68.70012890023335,9.0,0,2,1,2,0,0,72.6,1
409,Alexander Nguyen,Riya Nguyen,66.67036610795553,3,41.26126640357303,6.0,0,0,1,1,0,0,33.47,0
410,Harper Gupta,Mia Gupta,86.65255949299967,0,89.176573183948,5.0,1,1,0,2,1,0,57.12,0
411,Noah Sharma,Aditya Sharma,76.42890548610985,14,89.49122604922621,9.0,0,1,1,1,0,1,63.66,1
412,Olivia Torres,Isha Torres,89.6697007152674,39,87.26453129814219,7.0,1,0,1,1,1,0,92.06,1
413,James Perez,James Perez,99.52730163850667,11,57.00184413346709,8.0,1,2,0,2,0,0,77.42,1
414,Aditi Robinson,Jacob Robinson,60.03255087018806,21,90.23423309330909,4.0,0,1,1,0,1,0,54.01,0
415,Oliver Perez,Jacob Perez,99.7324320779999,21,72.57988795631616,10.0,0,2,1,2,0,0,78.11,1
416,Isha Thompson,Alexander Thompson,54.4906077141387,16,62.428486532020145,,1,1,1,0,0,0,39.51,0
417,William Perez,Isabella Perez,,28,77.51979758225397,8.0,0,1,1,0,0,0,67.62,1
418,Harper Sanchez,Elizabeth Sanchez,52.20809680889156,13,40.74046276362244,6.0,0,1,0,2,0,0,33.41,0
419,Aria Wilson,Oliver Wilson,67.08912023683808,19,48.57765265604513,5.0,1,1,0,0,0,0,41.94,0
420,Logan Young,Amelia Young,81.64531653392172,32,84.53761229021578,6.0,1,2,1,1,0,0,83.17,1
421,Aarav Garcia,Charlotte Garcia,53.45147704439248,14,54.64969652296918,4.0,1,2,1,1,0,0,29.97,0
422,Ella Lopez,Emily Lopez,,11,75.88054703972497,10.0,1,2,1,0,1,0,44.75,0
423,Harper Hernandez,Noah Hernandez,96.85455142293974,39,63.10615616938178,9.0,1,2,1,1,1,0,78.22,1
424,Logan White,Jacob White,91.09633179699648,19,91.28834672795568,10.0,0,0,1,2,0,0,84.2,1
425,Mason Hernandez,Emily Hernandez,90.45915855695155,29,97.14491835979862,8.0,1,1,1,1,0,0,100.0,1
426,Evelyn Smith,Aria Smith,94.22121377509885,37,93.01388370221142,8.0,1,1,1,0,0,0,92.91,1
427,Isha Perez,Liam Perez,85.00171363860522,2,56.2371996816158,6.0,1,1,1,2,1,0,46.52,0
428,Oliver Jones,Mason Jones,55.22020648740407,27,51.64977214276494,9.0,0,0,1,1,0,0,48.37,0
429,Emma Jackson,Elijah Jackson,,25,68.4660936172441,6.0,1,2,1,2,0,0,68.87,1
430,Aditi Hill,Elizabeth Hill,86.15747432323147,29,40.44004905017081,5.0,1,1,0,0,0,0,58.46,0
431,Isha Anderson,Olivia Anderson,64.01672303957605,12,41.54856357179091,7.0,1,2,1,1,1,0,44.9,0
432,Henry Walker,Elijah Walker,84.37031820681187,12,73.19743837738,9.0,0,2,1,2,0,1,69.3,1
433,Mia Lee,Michael Lee,51.224922413382615,1,71.22696424991716,,1,0,1,2,1,0,41.95,0
434,Avery White,Sophia White,65.30686704397966,36,99.6749193421156,10.0,1,0,1,1,0,0,78.57,1
435,Sophia Wright,Riya Wright,77.45651681385863,37,52.110510121825484,5.0,1,2,1,2,0,0,60.76,1
436,Ananya Wright,Liam Wright,81.60449147531212,1,55.48623574962811,7.0,0,1,1,2,0,0,60.44,1
437,Harper Perez,Arjun Perez,78.85203322309555,35,46.8124385395772,4.0,0,1,1,0,0,0,56.59,0
438,Riaan Lee,Elizabeth Lee,84.88781380367148,25,95.05258057922468,10.0,0,0,1,0,0,0,84.85,1
439,Ananya Singh,Mia Singh,50.304437411991955,10,86.66867466750705,7.0,0,0,0,0,0,0,51.62,0
440,Amelia Lee,William Lee,55.04705999887607,7,89.34034668741086,5.0,1,0,1,0,0,0,42.53,0
441,Aditya Davis,Mason Davis,93.44721261395725,39,94.16582727787053,7.0,1,0,1,0,0,0,97.39,1
442,Emma Torres,Elijah Torres,84.08743220450806,21,71.49399920355029,8.0,0,0,1,0,0,0,80.34,1
443,Isha Anderson,William Anderson,55.646582134300566,19,67.07159148704342,6.0,0,0,1,1,1,0,47.84,0
444,Daniel Moore,Ella Moore,92.10372186992896,7,59.82348841993699,4.0,1,0,1,0,0,0,62.76,1
445,Michael Garcia,Lucas Garcia,62.11156089122834,28,75.35287686087133,8.0,1,1,1,2,0,0,71.77,1
446,Jackson Flores,William Flores,73.91299420976117,39,67.25670380738936,8.0,0,0,1,1,0,0,87.89,1
447,Elijah Nguyen,Alexander Nguyen,57.25982564423302,25,67.09393519633451,5.0,0,0,1,2,0,0,41.62,0
448,Camila Allen,Aditi Allen,85.50550282108533,29,96.21567182386833,6.0,0,1,1,0,0,1,80.69,1
449,Noah Perez,Diya Perez,83.3427210507134,16,99.04189085674781,6.0,0,1,1,0,0,0,78.07,1
450,Michael Green,Benjamin Green,60.555623558306806,19,87.78906335977484,9.0,1,2,1,2,0,0,60.98,1
451,Noah Allen,Benjamin Allen,93.17003834285009,15,85.4054854148157,10.0,0,0,1,2,0,0,75.71,1
452,Mila Moore,Mila Moore,70.06530121098561,6,80.8334897067461,4.0,0,0,1,2,1,0,40.87,0
453,Lucas Brown,Aditya Brown,64.62575455353709,15,49.96449114001082,10.0,1,0,1,1,0,1,54.6,0
454,Noah Patel,Aditya Patel,57.616479473226775,26,43.54634925253927,5.0,1,0,1,0,0,0,37.48,0
455,Ethan Rodriguez,Sofia Rodriguez,63.30840062577687,22,81.44357890679578,4.0,1,2,1,2,0,0,47.33,0
456,Ethan Clark,Jackson Clark,51.10134606119085,23,83.72717333539455,9.0,1,1,1,0,0,0,51.86,0
457,Evelyn Miller,Ananya Miller,79.16287462280579,8,42.818379465888384,7.0,1,1,1,2,1,0,60.02,1
458,Emma Clark,Avery Clark,92.11153731719739,34,95.68310501373088,8.0,0,0,1,0,0,0,100.0,1
459,Jackson Allen,Sofia Allen,77.44902247208209,19,45.46843836668065,4.0,0,0,1,1,0,0,45.51,0
460,Daniel Martin,Emily Martin,60.96369809619379,36,57.15403202627215,10.0,0,0,1,0,0,0,68.32,1
461,Elizabeth Brown,Daniel Brown,,16,80.34338876792228,8.0,1,2,1,2,0,0,61.07,1
462,Liam Taylor,Henry Taylor,60.73140366294014,30,50.192355664268575,5.0,0,2,1,0,0,0,43.38,0
463,Alexander Rodriguez,Sofia Rodriguez,70.80607140355461,7,43.32495330653467,,1,1,1,1,0,0,43.34,0
464,Aditya Lopez,Avery Lopez,87.98057143498983,14,59.86878934984899,7.0,0,0,1,1,0,0,74.96,1
465,Noah Sanchez,Ella Sanchez,59.392142626888706,30,85.95829449131074,5.0,0,0,1,0,0,0,51.4,0
466,Henry Smith,Diya Smith,85.98957266773431,29,64.82072073911561,7.0,1,0,1,2,0,0,80.19,1
467,Mia Rodriguez,Abigail Rodriguez,93.34667341759419,19,79.17837531447637,7.0,1,0,1,1,0,0,80.65,1
468,Ava Perez,Alexander Perez,72.69734240541786,38,74.7771458336882,8.0,0,2,1,1,0,0,90.12,1
469,Isha Flores,Harper Flores,91.07159958212966,11,41.33310892153482,5.0,0,1,1,0,1,0,49.8,0
470,Olivia Brown,Oliver Brown,77.73286740175479,16,99.3123992227424,5.0,0,1,1,1,0,0,63.52,1
471,Logan Patel,Diya Patel,81.85454185404525,29,42.48568532916327,4.0,0,2,1,1,0,0,53.78,0
472,Elijah Taylor,Avery Taylor,,28,98.06816425890909,10.0,0,0,1,2,0,0,77.19,1
473,Mila Taylor,Harper Taylor,73.15863583756709,18,,5.0,1,1,1,2,0,0,49.69,0
474,James Sharma,Olivia Sharma,61.73267208879247,10,97.789541623904,4.0,1,1,1,2,0,0,44.84,0
475,Logan Hernandez,Liam Hernandez,65.1597029730523,33,46.885215964830124,6.0,1,2,1,0,1,1,55.53,0
476,Henry Allen,Abigail Allen,64.49850594718045,6,69.42451115113079,6.0,1,0,1,1,1,1,44.48,0
477,Arjun Young,Lucas Young,78.16444654769074,33,50.170245511963515,6.0,0,1,1,0,0,0,67.75,1
478,Isabella Hill,Henry Hill,55.9976846511945,19,43.058492621346545,9.0,0,0,0,1,0,0,37.37,0
479,Emma Lewis,Mia Lewis,95.83958453511676,37,77.05174690373869,5.0,1,1,1,1,0,0,75.86,1
480,Noah Davis,Lucas Davis,86.03275726415566,23,52.46700525770149,9.0,0,2,1,1,0,0,62.25,1
481,Olivia Jackson,Sophia Jackson,70.07228154565968,9,75.26182109725275,10.0,1,0,1,2,1,0,54.06,0
482,Sophia Flores,Mason Flores,57.9312072263189,31,46.74186891693914,5.0,0,2,1,0,0,0,46.26,0
